author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,Disease,Category,location,bbox,normalized_tweet,encode_label
1.38E+18,2021-05-09 11:00:18+00:00,11c8178fcb16a004,1.39E+18,en,1,0,0,0,Twitter for iPhone,Unwell? Need an appointment fast? #cough #sorethroat #infection #skin #uti #rashes #contraception #iucd #ius #depoprovera #woundcare #minorinjury Blocked ears? #earwaxremoval #microsuction weekend appointments #outofhours #OOH ,,no,Bedford Consulting Rooms,"[-0.46119618422380876, 52.139934892241314, -0.46119618422380876, 52.139934892241314]","['appointment', 'fast', 'cough', 'sorethroat', 'infection', 'skin', 'uti', 'rash', 'contraception', 'iucd', 'ius', 'depoprovera', 'woundcare', 'minorinjury', 'blocked', 'ear', 'earwaxremoval', 'microsuction', 'weekend', 'appointment', 'outofhours', 'ooh', 'http', 'co', 'swoizg']",0
582054643,2021-05-08 14:03:07+00:00,53087d996b4d45b6,1.39E+18,en,1,0,0,0,Twitter for Android," Doc on phone said it sounded like norovirus, she said it's still possible to get it any time of year.. and yes we will do xx",Norovirus,yes,"Castleford, England","[-1.4007517, 53.7081917, -1.298097, 53.738875]","['phone', 'said', 'sounded', 'like', 'norovirus', 'said', 'still', 'possible', 'get', 'time', 'year', 'yes', 'xx']",1
582054643,2021-05-08 13:54:19+00:00,53087d996b4d45b6,1.39E+18,en,1,0,1,0,Twitter for Android,Mum has got norovirus Ã°Å¸â„¢Â,Norovirus,yes,"Castleford, England","[-1.4007517, 53.7081917, -1.298097, 53.738875]","['got', 'norovirus']",1
60407454,2021-05-08 07:04:20+00:00,54f32ee3651e5dd7,1.39E+18,en,1,0,1,0,Twitter for iPhone," Oh god, I was so so unwell. Ã°Å¸ËœÂ¹
I was prewarned that I would likely have some flu like symptoms - they were not wrong! I had AZ! Heard anything about when youÃ¢â‚¬â„¢ll have yours? Ã°Å¸â„¢â€š",,no,"Hedon, England","[-0.2158076, 53.7335558, -0.180946, 53.7473104]","['god', 'unwell', 'prewarned', 'would', 'likely', 'flu', 'like', 'symptom', 'wrong', 'az', 'heard', 'anything']",0
2176191910,2021-05-06 22:46:33+00:00,0c43fcf9e80fc954,1.39E+18,en,3,0,1,0,Twitter for Android,"          Hmm, husband hospitalised with Chickenpox when he got it the SECOND timeÃ°Å¸Â¤â€",Chickenpox,yes,"Waterlooville, England","[-1.0543757, 50.8549694, -1.002923, 50.909615]","['bobforster', 'thewibblemovem', 'k', 'b', 'lvi', 'drsiyoung', 'fredwibblington', 'oldmackisback', 'antimuppet', 'takethatct', 'hmm', 'husband', 'hospitalised', 'chickenpox', 'got', 'second', 'time']",1
9.33E+17,2021-05-06 16:18:14+00:00,3e771dfa2dd9daf9,1.39E+18,en,0,0,1,0,Twitter for Android,"  I would think it is because chickenpox is not deadly enough to the entire population, but I see no reason for not campaigning for it, if it is concern for you. But that is a different question from the original one.",,no,"Alfreton, England","[-1.403435, 53.0893339, -1.3633434, 53.1044292]","['would', 'think', 'chickenpox', 'deadly', 'enough', 'entire', 'population', 'see', 'reason', 'campaigning', 'concern', 'different', 'question', 'original', 'one']",0
9.33E+17,2021-05-06 15:17:00+00:00,3e771dfa2dd9daf9,1.39E+18,en,0,0,0,0,Twitter for Android,"  If you come in contact with chickenpox from a child as an adult&amp; you had it as a child, it can in some cases give you shingles (nasty as it is) it's rarely deadly. covid-19 is different. I'm not trying to advocate covid vaccine for children that's up-to the parents.",,no,"Alfreton, England","[-1.403435, 53.0893339, -1.3633434, 53.1044292]","['come', 'contact', 'chickenpox', 'child', 'adult', 'amp', 'child', 'case', 'give', 'shingle', 'nasty', 'rarely', 'deadly', 'covid', 'different', 'trying', 'advocate', 'covid', 'vaccine', 'child', 'parent']",0
9.33E+17,2021-05-06 15:11:28+00:00,3e771dfa2dd9daf9,1.39E+18,en,0,0,1,0,Twitter for Android,  Rubella is measles and we vaccinated against that in the UK. The USA vaccinate against chickenpox.,,no,"Alfreton, England","[-1.403435, 53.0893339, -1.3633434, 53.1044292]","['rubella', 'measles', 'vaccinated', 'uk', 'usa', 'vaccinate', 'chickenpox']",0
9.33E+17,2021-05-06 15:07:13+00:00,3e771dfa2dd9daf9,1.39E+18,en,0,0,1,0,Twitter for Android,  As chickenpox has been around since the 1700's the majority of adults have natural immunity so no its not the same you are trying to compare health care from the 16th century to 2021.,,no,"Alfreton, England","[-1.403435, 53.0893339, -1.3633434, 53.1044292]","['chickenpox', 'around', 'since', 'majority', 'adult', 'natural', 'immunity', 'trying', 'compare', 'health', 'care', 'th', 'century']",0
9.33E+17,2021-05-06 13:10:52+00:00,3e771dfa2dd9daf9,1.39E+18,en,0,0,1,0,Twitter for Android,"  The question was, why is not chickenpox a vaccination program but there is in the usa. not drawing a comparison between the death rate of the 2 illness in children. I just explained what I thought was behind the reasons.",,no,"Alfreton, England","[-1.403435, 53.0893339, -1.3633434, 53.1044292]","['question', 'chickenpox', 'vaccination', 'program', 'usa', 'drawing', 'comparison', 'death', 'rate', 'illness', 'child', 'explained', 'thought', 'behind', 'reason']",0
348384216,2021-06-29 08:02:04+00:00,4cd78324c4465138,1.41E+18,en,5,0,0,0,Twitter for Android,   To have any virus or bug is unpleasant - that's why we say we're unwell. But we can't 'live' a half life trying to avoid anything that could make us unwell.,,no,"Boughton, England","[-0.9044265, 52.280238, -0.88713, 52.289805]","['croxford', 'andrew', 'lilico', 'virus', 'bug', 'unpleasant', 'say', 'unwell', 'live', 'half', 'life', 'trying', 'avoid', 'anything', 'could', 'make', 'u', 'unwell']",0
17956174,2021-06-27 20:42:36+00:00,208d28e57bdc12e9,1.41E+18,en,9,0,1,0,Twitter for iPhone,Home from a lovely couple of days with 2 of the GÃ¢â‚¬â„¢children - they made us laugh a lot. JÃ¢â‚¬â„¢s little cousin couldnÃ¢â‚¬â„¢t come to the outdoor tea - she has Chickenpox. 3yo J announced Ã¢â‚¬ËœWhen I grow up IÃ¢â‚¬â„¢m going to be a doctor &amp; make her better. IÃ¢â‚¬â„¢m going to chase those chickens away!Ã¢â‚¬â„¢ Ã¢ÂÂ¤Ã¯Â¸Â ,Chickenpox,yes,"Wales, United Kingdom","[-5.35340678071236, 51.3787780012005, -2.64982707940341, 53.4300939018827]","['lovely', 'couple', 'day', 'g', 'child', 'made', 'u', 'laugh', 'lot', 'j', 'little', 'cousin', 'come', 'outdoor', 'tea', 'chickenpox', 'yo', 'j', 'announced', 'grow', 'going', 'doctor', 'amp', 'make', 'better', 'going', 'chase', 'chicken', 'away', 'http', 'co', 'w', 'ntt', 'smfx']",1
101077268,2021-06-26 09:21:09+00:00,6bc1630ac15fbcaa,1.41E+18,en,1,0,0,0,Twitter for Android,Feeling unwell... Picked up a virus... Currently assuming it's a cold.,,no,"West Bromwich, England","[-2.0971002, 52.460709, -1.921566, 52.569037]","['picked', 'virus', 'currently', 'assuming', 'cold']",0
3381689830,2021-06-26 07:37:47+00:00,72606cdcf2847dd4,1.41E+18,en,2,0,1,0,Twitter for iPhone,"   ECG for majority medical patients.
CXR for all SOB, cough, CP, infection, ?PE, off legs, delirium, falls, unwell (so most patients).",,no,"Macclesfield, England","[-2.176513, 53.2366549, -2.094475, 53.298646]","['pewsey', 'mrseleanorohara', 'ecg', 'majority', 'medical', 'patient', 'cxr', 'sob', 'cough', 'cp', 'infection', 'pe', 'leg', 'delirium', 'fall', 'unwell', 'patient']",0
170319586,2021-06-25 05:33:14+00:00,3bc1b6cfd27ef7f6,1.41E+18,en,0,0,0,0,Twitter for iPad,So the virus has flown through #University and now both my children have #COVID19 and wonÃ¢â‚¬â„¢t be coming home this weekend Ã°Å¸ËœÂ¢ - strangely the one who had been vaccinated ( first dose) is unwell and so far the other one is ok Ã°Å¸Â¤Å¾ ,COVID,yes,"East, England","[-0.745779800818049, 51.4482221321091, 1.76893599950184, 52.9926789576249]","['virus', 'flown', 'university', 'child', 'covid', 'coming', 'home', 'weekend', 'strangely', 'one', 'vaccinated', 'first', 'dose', 'unwell', 'far', 'one', 'ok', 'http', 'co', 'geebpkoews']",1
2899324607,2021-06-23 21:00:29+00:00,50975e055a4f56f9,1.41E+18,en,0,0,0,0,Twitter for Android,    Bloody stupid. Even with colds and flu we tell people to keep away from others so why not any other infectious disease. Last I checked we keep kids home when unwell.,,no,"Chiseldon, England","[-1.740462, 51.508654, -1.718101, 51.524381]","['educationgovuk', 'gavinwilliamson', 'bloody', 'stupid', 'even', 'cold', 'flu', 'tell', 'people', 'keep', 'away', 'others', 'infectious', 'disease', 'last', 'checked', 'keep', 'kid', 'home', 'unwell']",0
1.15E+18,2021-06-19 15:04:45+00:00,28b6432fb1eac6d4,1.41E+18,en,1,0,1,1,Twitter for iPhone,Saw my first case of Mumps orchitis today. #medtwitter,mumps,yes,"Northampton, England","[-0.9682187, 52.194932, -0.797683, 52.282776]","['first', 'case', 'mumps', 'orchitis', 'today', 'medtwitter']",1
502718628,2021-06-17 20:24:16+00:00,4f854c83732cf4f5,1.41E+18,en,2,1,0,0,Twitter for iPhone,Im Norovirus! ,,no,"Watford, East","[-0.4444586, 51.6322356, -0.340092, 51.703921]","['http', 'co', 'zmwwlxeok']",0
1.15E+18,2021-06-16 15:01:32+00:00,60160252aeb7e3e5,1.41E+18,en,0,0,0,0,Twitter for Android,"  And the seriously unwell do not die from a common cold. Flu, yes, which is why they are offered the vaccine annually.",,no,"West Midlands, England","[-3.23560072135158, 51.8259029271059, -1.17213601934124, 53.2262100153425]","['lozzafox', 'seriously', 'unwell', 'die', 'common', 'cold', 'flu', 'yes', 'offered', 'vaccine', 'annually']",0
244135554,2021-06-15 10:33:47+00:00,58f909abfd95e133,1.40E+18,en,0,0,0,0,Twitter for Android,"Poor wee fella has had chickenpox and an underlying infection. On the mend now though.
#Grandparenting ",Chickenpox,yes,"Lewisham, London","[-0.074547, 51.414087, 0.038567, 51.494127]","['fella', 'chickenpox', 'underlying', 'infection', 'mend', 'though', 'grandparenting', 'http', 'co', 'vcxqeofavm']",1
4613067875,2021-06-14 18:43:14+00:00,62a2a7f86cd9a5b4,1.40E+18,en,19,0,5,1,Twitter for iPhone,"Unfortunately IÃ¢â‚¬â„¢m not going to be able to take part in our show tomorrow night, I thought IÃ¢â‚¬â„¢d pushed through this infection or flu I have but IÃ¢â‚¬â„¢m still in a lot of pain and feel really unwell. IÃ¢â‚¬â„¢m really sorry and if there was any way I could still do it I would.",flu,yes,"Dundee, Scotland","[-3.07452, 56.451371, -2.8355701, 56.502533]","['going', 'able', 'take', 'part', 'show', 'tomorrow', 'night', 'thought', 'pushed', 'infection', 'flu', 'still', 'lot', 'pain', 'feel', 'really', 'unwell', 'really', 'sorry', 'way', 'could', 'still', 'would']",1
8.42E+17,2021-06-13 11:25:37+00:00,22272db2a2603259,1.40E+18,en,0,0,0,0,Twitter for Android,SERIOUSLY WTF...Monkeypox outbreak in UK as Matt Hancock confirms cases under investigation ,Monkeypox,yes,"Bishop's Stortford, East","[0.1299207, 51.8462064, 0.1895772, 51.886416]","['monkeypox', 'outbreak', 'uk', 'matt', 'hancock', 'confirms', 'case', 'investigation', 'http', 'co', 'z', 'joyozrc']",1
242235183,2021-06-12 07:32:57+00:00,01c7ed8caf11e8b2,1.40E+18,en,0,0,0,0,Twitter for Android,"Another complete fuck up will Door Matt Hancock take the blame?
Answer NO

Monkeypox outbreak in UK as Matt Hancock confirms cases under investigation ",,no,"Kensington, London","[-0.2285894, 51.4772246, -0.1497908, 51.5303477]","['fuck', 'door', 'matt', 'hancock', 'take', 'blame', 'answer', 'monkeypox', 'outbreak', 'uk', 'matt', 'hancock', 'confirms', 'case', 'investigation', 'http', 'co', 'tgjddcuaoj']",0
51678787,2021-06-12 07:21:33+00:00,0b30aadf406d13cc,1.40E+18,en,0,0,0,0,Twitter for Android, is there any truth regarding the spread of #monkeypox and do you suspect #Hartlepool as the source of the epidemic?,Monkeypox,yes,"Hounslow, London","[-0.457966, 51.420633, -0.243419, 51.502851]","['truth', 'regarding', 'spread', 'monkeypox', 'suspect', 'hartlepool', 'source', 'epidemic']",1
68218022,2021-06-11 15:52:57+00:00,151b9e91272233d1,1.40E+18,en,1,0,2,0,Twitter for iPhone,  ItÃ¢â‚¬â„¢s not monkeypox is it? Have you been to north Wales recently? ,,no,"Liverpool, England","[-3.008791, 53.36489, -2.822063, 53.474867]","['monkeypox', 'north', 'wale', 'recently', 'http', 'co', 'ajxzb', 'kign']",0
569987479,2021-06-11 15:19:21+00:00,151b9e91272233d1,1.40E+18,en,0,0,0,0,Twitter for Android,"Monkey Pox is up there with the word furlough isn't it ay
 Never heard of it Ã°Å¸Â¤Â£Ã°Å¸â„¢â€žÃ°Å¸â„¢â€žMonkeypox patient admitted to Royal Liverpool Hospital

",Monkeypox,yes,"Liverpool, England","[-3.008791, 53.36489, -2.822063, 53.474867]","['word', 'furlough', 'ay', 'never', 'heard', 'monkeypox', 'patient', 'admitted', 'royal', 'liverpool', 'hospital', 'http', 'co', 'ljufgmdf']",1
967681830,2021-06-11 14:41:59+00:00,4caac408027bf2e3,1.40E+18,en,0,0,0,0,Twitter for Android,"    #Meeeeetooo 
#Meeeeetooo
#Meeeeetooo

I don't want to Twitter like the other night because we must ACT quickly 

#Covid #TB #monkeypox messing with nature",Monkeypox,yes,"Lincoln, England","[-0.5993999, 53.186267, -0.49538, 53.2551753]","['clarencehouse', 'thesmi', 'g', 'meeeeetooo', 'meeeeetooo', 'meeeeetooo', 'want', 'twitter', 'like', 'night', 'must', 'act', 'quickly', 'covid', 'tb', 'monkeypox', 'messing', 'nature']",1
1372959715,2021-06-11 10:52:54+00:00,0a2b346125165e49,1.40E+18,en,2,0,0,2,Twitter for Android,Monkeypox outbreak in UK as Matt Hancock confirms cases under investigation ,Monkeypox,yes,"Nunthorpe, England","[-1.2133235, 54.51756, -1.167099, 54.536882]","['uk', 'matt', 'hancock', 'confirms', 'case', 'investigation', 'http', 'co', 'ap', 'yme', 'py']",1
9.47E+17,2021-06-11 08:37:57+00:00,4efd6fc8c50fae33,1.40E+18,en,6,0,0,0,Twitter for iPhone,So far IÃ¢â‚¬â„¢ve survived this #COVID19 pandemic &amp; emerged relatively unscathed! If I now catch #monkeypox I will be livid!,Monkeypox,yes,"Yorkshire and The Humber, England","[-2.56475248726412, 53.3015341502953, 0.149787002205902, 54.5621550270294]","['survived', 'covid', 'pandemic', 'amp', 'emerged', 'relatively', 'unscathed', 'catch', 'monkeypox', 'livid']",1
193459739,2021-06-11 07:29:16+00:00,33f9e8492b37cdb1,1.40E+18,en,0,0,0,0,Twitter for Android,"MONKEYPOX! What bloody next?
",Monkeypox,yes,"Carmarthen, Wales","[-4.338607, 51.841424, -4.277656, 51.875884]","['bloody', 'next', 'http', 'co', 'ehtprceqsx']",1
1.38E+18,2021-06-11 06:06:05+00:00,0af014accd6f6e99,1.40E+18,en,0,0,0,0,Twitter for Android,What's The Focal....first up today....I have the monkeypox virus......oh no wait that's a popped blister from where I burnt my hand three weeks ago....... ,,no,"Scotland, United Kingdom","[-7.66085699743185, 54.6336309570711, -0.740025000483186, 60.8452769694519]","['focal', 'first', 'today', 'monkeypox', 'virus', 'oh', 'wait', 'popped', 'blister', 'burnt', 'hand', 'three', 'week', 'ago', 'http', 'co', 'qxnbaatqbu']",0
242397622,2021-06-11 05:46:01+00:00,2dc53e413a6cbcd8,1.40E+18,en,0,1,0,0,Twitter for Android,"BBC News - Monkeypox: Two cases identified in north Wales
",Monkeypox,yes,"Middlesbrough, England","[-1.278461, 54.5282785, -1.166542, 54.59055]","['monkeypox', 'two', 'case', 'identified', 'north', 'wale', 'http', 'co', 'gpqn', 'rbh']",1
1.32E+18,2021-06-11 04:35:32+00:00,797b837ec73b4f4d,1.40E+18,en,0,0,0,0,Twitter for Android," BBC News - Monkeypox: Two cases identified in north Wales
",Monkeypox,yes,"Harrogate, England","[-1.5979582, 53.966206, -1.485794, 54.0162557]","['news', 'monkeypox', 'two', 'case', 'identified', 'north', 'wale', 'http', 'co', 'nm', 'lpnql']",1
2782674923,2021-06-11 00:20:17+00:00,7bc0da87641dd821,1.40E+18,en,0,0,0,0,Twitter for iPad,"IÃ¢â‚¬â„¢m really not sure that monkeypox is what we need right now, thanks all the same.",Monkeypox,yes,"Hull, England","[-0.422572, 53.719616, -0.2453134, 53.812018]","['really', 'sure', 'monkeypox', 'need', 'right', 'thanks']",1
168171947,2021-06-10 23:06:02+00:00,151b9e91272233d1,1.40E+18,en,2,0,1,1,Twitter for Android,"But for decades gay people and people of colour have been dying because of a lethal virus. Not one that will make you unwell for a bit if you are young and healthy you'll probably survive, but one which if left untreated will kill you.",,no,"Liverpool, England","[-3.008791, 53.36489, -2.822063, 53.474867]","['decade', 'gay', 'people', 'people', 'colour', 'dying', 'lethal', 'virus', 'one', 'make', 'unwell', 'bit', 'young', 'healthy', 'probably', 'survive', 'one', 'left', 'untreated', 'kill']",0
367327373,2021-06-10 21:17:51+00:00,06b6b2a6eb0f9d37,1.40E+18,en,0,0,0,0,Twitter for Android,"LOCKDOWN!""Monkeypox: Two cases identified in north Wales - BBC News"" ",Monkeypox,yes,"Rugby, England","[-1.3089948, 52.346556, -1.198457, 52.4019728]","['two', 'case', 'identified', 'north', 'wale', 'bbc', 'news', 'http', 'co', 'bjhlm', 'bzm']",1
1.29E+18,2021-06-10 20:18:10+00:00,1e9f0a8a247b7b79,1.40E+18,en,0,0,0,0,Twitter for Android,"So Cornwal and Wales.
BBC News - Monkeypox diagnosed in UK for first time
",Monkeypox,yes,"Cobham, South East","[-0.423192, 51.317335, -0.345147, 51.35114]","['wale', 'bbc', 'news', 'monkeypox', 'diagnosed', 'uk', 'first', 'time', 'http', 'co', 'eklfvp']",1
1.29E+18,2021-06-10 20:16:10+00:00,1e9f0a8a247b7b79,1.40E+18,en,0,0,0,0,Twitter for Android,"They don't say how contagious.
BBC News - Monkeypox: Two cases identified in north Wales
",Monkeypox,yes,"Cobham, South East","[-0.423192, 51.317335, -0.345147, 51.35114]","['say', 'contagious', 'bbc', 'news', 'monkeypox', 'two', 'case', 'identified', 'north', 'wale', 'http', 'co', 'fn', 'iwa']",1
374235404,2021-06-10 20:11:01+00:00,18859346bb6c3837,1.40E+18,en,20,0,3,1,Twitter for iPhone,Ã¢â‚¬Å“Monkeypox?Ã¢â‚¬Â ,,no,"Washington, England","[-1.56193, 54.875678, -1.4891287, 54.928141]","['co', 'w', 'eidabbs']",0
270740976,2021-06-10 19:56:18+00:00,7ccf7ba8ffbea146,1.40E+18,en,2,0,2,0,Twitter for Android,"Monkeypox? Ã°Å¸â„¢Ë†
Good grief.",Monkeypox,yes,"Wigan, England","[-2.716274, 53.5139631, -2.5902019, 53.5729446]",['grief'],1
3368817215,2021-06-10 19:23:13+00:00,60160252aeb7e3e5,1.40E+18,en,0,0,0,0,Twitter for iPhone,"So now we have monkey pox in the UK.. marvellous, 2 zoonotic viruses Ã°Å¸Â¦Â  #perfectstorm #monkeypox",Monkeypox,yes,"West Midlands, England","[-3.23560072135158, 51.8259029271059, -1.17213601934124, 53.2262100153425]","['monkey', 'pox', 'uk', 'marvellous', 'zoonotic', 'virus', 'perfectstorm', 'monkeypox']",1
20226768,2021-06-10 18:54:53+00:00,0ca97b3d7aebf7c0,1.40E+18,en,0,0,0,0,Twitter for Android,Pretty certain #monkeypox was on the second stage of ,Monkeypox,yes,"Scholes, England","[-1.432583, 53.819611, -1.4167678, 53.839623]","['monkeypox', 'second', 'stage', 'officialrandl']",1
23202481,2021-06-10 18:47:20+00:00,16a7928fc7d1075a,1.40E+18,en,0,0,0,0,Twitter for Android, The UK is Ã¢â‚¬Å“dealing withÃ¢â‚¬Â an outbreak of monkeypox   ,Monkeypox,yes,"Warrington, England","[-2.675408, 53.341661, -2.511193, 53.423555]","['uk', 'dealing', 'outbreak', 'monkeypox', 'http', 'co', 'dmqkr', 'uhf', 'http', 'co', 'ju', 'dog', 'f', 'k']",1
386182885,2021-06-10 17:31:17+00:00,050a1e9d470a6aa5,1.40E+18,en,1,0,0,0,Twitter for Android,"I think we know 
who has #monkeypox  ",,no,"Cambuslang, Scotland","[-4.234957, 55.801055, -4.1103347, 55.8407764]","['know', 'monkeypox', 'http', 'co', 'e', 'zln', 'http', 'co', 'gwcdluzc']",0
3380644498,2021-06-10 16:53:02+00:00,3bc1b6cfd27ef7f6,1.40E+18,en,0,0,0,0,Twitter for Android,"Fuck it I'm never going outside again

Daily Mail: Britain hit by MONKEYPOX: Two patients in North Wales test positive for killer virus.


via ",Monkeypox,yes,"East, England","[-0.745779800818049, 51.4482221321091, 1.76893599950184, 52.9926789576249]","['never', 'going', 'outside', 'daily', 'mail', 'britain', 'hit', 'monkeypox', 'two', 'patient', 'north', 'wale', 'test', 'positive', 'killer', 'virus', 'http', 'co', 'nzmwkqm', 'via', 'googlenews']",1
20037247,2021-06-10 16:43:53+00:00,71c8eb57c400c9b6,1.40E+18,en,9,0,0,1,Twitter for iPhone, And thereÃ¢â‚¬â„¢ll be two more tracks from Monkeypox before the end of the show ,Monkeypox,yes,"Saint Helens, England","[-2.779296, 53.4102828, -2.680364, 53.484131]","['two', 'track', 'monkeypox', 'end', 'show', 'http', 'co', 'lr', 'nwksek']",1
23742736,2021-06-10 15:05:55+00:00,5028e25dc94f3898,1.40E+18,en,1,0,0,0,Twitter for Android, Not now Monkeypox.,Monkeypox,yes,"Reading, England","[-1.065041, 51.4123385, -0.8990196, 51.4927093]",['monkeypox'],1
14275784,2021-06-10 14:27:57+00:00,457b4814b4240d87,1.40E+18,en,3,0,0,1,Twitter for Android,"Okay, who had Monkeypox on their disaster bingo card? ",,no,"London, England","[-0.187894, 51.483718, -0.109978, 51.5164655]","['monkeypox', 'disaster', 'bingo', 'card', 'http', 'co', 'awi', 'rgv']",0
1.05E+18,2021-06-10 13:45:48+00:00,68f3012fe4848e35,1.40E+18,en,65,73,15,24,Twitter for iPhone,NEW: Public Health Wales and  have confirmed theyÃ¢â‚¬â„¢re dealing with 2 cases of Ã¢â‚¬Å“MonkeypoxÃ¢â‚¬Â in North Wales.,Monkeypox,yes,"Cardiff, Wales","[-3.278624, 51.447362, -3.0809756, 51.5466412]","['health', 'wale', 'matthancock', 'confirmed', 'dealing', 'case', 'monkeypox', 'north', 'wale']",1
523524637,2021-07-30 19:14:45+00:00,1981dc44d58103b8,1.42E+18,en,6,0,6,0,Twitter for Android,"My week started with Norovirus, Covid-19 positive by midweek and finished with my fellowship being rejected... What. A. Week #atleastihavecake #wallow ",Norovirus,yes,"Penarth, Wales","[-3.207316, 51.41538, -3.164369, 51.456395]","['started', 'norovirus', 'covid', 'positive', 'midweek', 'finished', 'fellowship', 'rejected', 'week', 'atleastihavecake', 'wallow', 'http', 'co', 'tzidxl', 'ki']",1
25796746,2021-07-30 14:06:20+00:00,71642a55b62cd78f,1.42E+18,en,0,0,0,0,Twitter for iPhone,"Coronavirus at Whit.
Now enjoying a nasty bout of Norovirus.
One more and I get to keep the match ball.",Norovirus,yes,"Wilmslow, England","[-2.271698, 53.287785, -2.195941, 53.3594343]","['whit', 'enjoying', 'nasty', 'bout', 'norovirus', 'one', 'get', 'keep', 'match', 'ball']",1
529287923,2021-07-30 12:54:40+00:00,31fffbe34de66921,1.42E+18,en,0,0,0,0,Twitter for Android, Norovirus is making an appearance.. sickness/runny poo and just feeling generally shattered,Norovirus,yes,"Salford, England","[-2.454026, 53.4163477, -2.245107, 53.5342592]","['norovirus', 'making', 'appearance', 'sickness', 'runny', 'poo', 'feeling', 'generally', 'shattered']",1
8.17E+17,2021-07-29 09:19:38+00:00,0c58089507faec00,1.42E+18,en,13,0,7,0,Twitter for Android,"Our first experience of gastro/norovirus with the baby. Passed to Abi first and now me and it's knocked me sideways, not helped by the fact the wee man is fully recovered and laughing at how pathetic I am.",Norovirus,yes,"Milngavie, Scotland","[-4.360764, 55.9010777, -4.2971064, 55.9529553]","['experience', 'gastro', 'norovirus', 'baby', 'passed', 'abi', 'first', 'knocked', 'sideways', 'helped', 'fact', 'wee', 'man', 'fully', 'recovered', 'laughing', 'pathetic']",1
2354607601,2021-07-28 12:32:56+00:00,07d9e4277b882000,1.42E+18,en,6,0,4,0,Twitter for iPhone,"My twins Sam &amp; Eli are now back home recovering after developing a horrible secondary infection from chickenpox. HUGE thanks to  &amp; the consultants &amp; nurses at PRUH  esp Betty, Rachel. Sarah &amp; Julia, who helped get us through such a scary time Ã¢â„¢Â¥Ã¯Â¸Â ",Chickenpox,yes,Princess Royal University Hospital,"[0.058405692560894486, 51.3660999393207, 0.058405692560894486, 51.3660999393207]","['sam', 'amp', 'eli', 'back', 'home', 'recovering', 'developing', 'horrible', 'secondary', 'infection', 'chickenpox', 'huge', 'thanks', 'ldn', 'ambulance', 'amp', 'consultant', 'amp', 'nurse', 'pruh', 'kingscollegenhs', 'esp', 'betty', 'rachel', 'sarah', 'amp', 'julia', 'helped', 'get', 'u', 'scary', 'time', 'http', 'co', 'f', 'ghubirfe']",1
84714483,2021-07-27 12:15:35+00:00,378e1c4222f638dc,1.42E+18,en,1,0,0,0,Twitter for iPhone,"Having said that, wife and daughter have gone down with Norovirus! Nurse Johnny One Ball is on duty! Ã°Å¸â€˜Â©Ã¢â‚¬ÂÃ¢Å¡â€¢Ã¯Â¸Â",Norovirus,yes,"Wolviston, England","[-1.3073823, 54.6208328, -1.2964659, 54.627295]","['wife', 'daughter', 'gone', 'norovirus', 'nurse', 'johnny', 'one', 'ball', 'duty']",1
631234620,2021-07-23 20:23:08+00:00,5dd87070bb2db4ef,1.42E+18,en,1,0,1,0,Twitter for iPhone," I know pal, had so much pressure in with work recently needed to take a step back for a week or two. That with norovirus this week I was knocked for 6 Ã°Å¸Â¤Â¦Ã¢â‚¬ÂÃ¢â„¢â€šÃ¯Â¸ÂÃ°Å¸Ëœâ€š Hoping itÃ¢â‚¬â„¢s all settled now though on both fronts!",Norovirus,yes,"Llangeinor, Wales","[-3.5763356, 51.568325, -3.564556, 51.581037]","['know', 'pal', 'much', 'pressure', 'work', 'recently', 'needed', 'take', 'step', 'back', 'week', 'two', 'norovirus', 'week', 'knocked', 'hoping', 'settled', 'though', 'front']",1
48729181,2021-07-23 10:29:03+00:00,775363c60dede7f3,1.42E+18,en,5,0,0,0,Twitter for iPhone,Two weeks A/L aheadÃ¢â‚¬Â¦ I will be spending the first week soothing #5Ã¢â‚¬â„¢s chickenpox with calamineÃ¢â‚¬Â¦ ,Chickenpox,yes,"Treviscoe, England","[-4.900839, 50.363667, -4.88939, 50.37395]","['l', 'ahead', 'spending', 'first', 'week', 'soothing', 'chickenpox', 'calamine', 'http', 'co', 'c', 'exm', 'ce']",1
277641043,2021-07-22 06:04:48+00:00,42d0cf7d49d27c95,1.42E+18,en,1,0,0,0,Twitter for Android,Packed extra clothes today just incase. 4 children threw up in my room yesterday. Poor bubbas #norovirus,Norovirus,yes,"Hillingdon, London","[-0.5086841, 51.4551164, -0.3760375, 51.619006]","['clothes', 'today', 'incase', 'child', 'threw', 'room', 'yesterday', 'poor', 'bubbas', 'norovirus']",1
1.04E+18,2021-07-21 20:07:17+00:00,1c37515518593fe3,1.42E+18,en,0,0,0,0,Twitter for Android,"Yes I'm a bad person but I kinda wish some covidiots were on the flight with the guy with monkeypox and pulled their masks down because ""they don't work""",,no,"Richmond, London","[-0.39216, 51.391383, -0.221832, 51.489646]","['bad', 'person', 'kinda', 'wish', 'covidiots', 'flight', 'guy', 'monkeypox', 'pulled', 'mask', 'work']",0
