author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,Category,location,bbox,normalized_tweet
34390888,2022-01-25 22:31:42+00:00,7e1d63956ec204be,1.49E+18,en,0,0,0,0,Twitter for Android, Madeira cake. Mamgu gave it to me after not eating for 10 days with flu,no,"South Oxhey, East","[-0.413985, 51.615397, -0.369885, 51.634917]","['cake', 'mamgu', 'gave', 'eating', 'day', 'flu']"
106202879,2022-01-25 22:10:11+00:00,457b4814b4240d87,1.49E+18,en,23,0,9,0,Twitter for iPhone,Our doggies have the flu :(,no,"London, England","[-0.187894, 51.483718, -0.109978, 51.5164655]",['flu']
54314808,2022-01-25 22:07:39+00:00,25d3e991f5637f5a,1.49E+18,en,0,0,0,0,Twitter for Android,  Sounds like he's caught rabies.,no,"South West, England","[-6.36850399906372, 49.8824720005481, -1.48573420014269, 52.1125420344225]","['e', 'b', 'sound', 'like', 'caught', 'rabies']"
1545576552,2022-01-25 22:03:54+00:00,1c00cf44f69d95d3,1.49E+18,en,1,0,0,0,Twitter for Android, SPRING? The virus is alive and kicking right now.,yes,"Ilfracombe, England","[-4.1405462, 51.1872567, -4.096538, 51.211164]","['virus', 'alive', 'kicking', 'right']"
1.32E+18,2022-01-25 17:43:53+00:00,7bc0da87641dd821,1.49E+18,en,15,0,4,0,Twitter for Android,"I've got Sharon home, it's pleurisy, a lung infection.

So at least now we know what it is.

Scary time.",no,"Hull, England","[-0.422572, 53.719616, -0.2453134, 53.812018]","['got', 'sharon', 'home', 'pleurisy', 'lung', 'infection', 'least', 'know', 'scary', 'time']"
26748013,2022-01-25 16:42:03+00:00,6e28ad9ce8dbcadb,1.49E+18,en,0,0,2,0,Twitter for Android,"Feel absolutely rotten, after a visit to gp and nurse I've got another chest infection my blood pressure is low, high tempature and very fast heart rate. Fluctuating between being too hot to shivering. Sick of having infections. 🤒",yes,"Durham, England","[-1.602258, 54.7541494, -1.514851, 54.817471]","['rotten', 'visit', 'gp', 'nurse', 'got', 'another', 'chest', 'infection', 'blood', 'pressure', 'low', 'high', 'tempature', 'fast', 'heart', 'rate', 'fluctuating', 'hot', 'shivering', 'sick', 'infection']"
198635424,2022-01-23 16:33:39+00:00,50999793e8e8a35b,1.49E+18,en,17,0,1,1,Twitter for Android," I've got flu, and just had a bottle of champagne. Can report it's way better than Night Nurse.",yes,"Wateringbury, South East","[0.3966969, 51.249301, 0.4332836, 51.2665118]","['got', 'flu', 'bottle', 'champagne', 'report', 'way', 'better', 'night', 'nurse']"
868891213,2022-01-21 18:22:05+00:00,3f07e2100c53c3a6,1.48E+18,en,1,0,0,0,Twitter for Android," And I have them from the covid infection too, so doubly protected hopefully 😃🤞",yes,"Fulford, England","[-1.080482, 53.925387, -1.057666, 53.940973]","['covid', 'infection', 'doubly', 'protected', 'hopefully']"
1.31E+18,2022-01-21 16:28:29+00:00,3b4abe7dce81813a,1.48E+18,en,0,0,0,0,Twitter for Android,"Being compared to a robot really did ruin my day yesterday.
Did you know that it's a lot easier to go viral on Tik Tok than any other social media platform?
Could your business benefit from 300k views? DM now to find out how your content can become the latest trend on tik tok. ",no,"Oldham, England","[-2.185708, 53.492866, -2.048031, 53.592865]","['robot', 'really', 'ruin', 'day', 'yesterday', 'know', 'lot', 'easier', 'go', 'viral', 'tik', 'tok', 'social', 'medium', 'platform', 'could', 'business', 'benefit', 'k', 'view', 'dm', 'find', 'content', 'become', 'latest', 'trend', 'tik', 'tok', 'http', 'co', 'jyx', 'ekq', 'kt']"
976320427,2022-01-21 15:59:03+00:00,5028e25dc94f3898,1.48E+18,en,1,0,1,0,Twitter for Android," In this article as another alternative...
",no,"Reading, England","[-1.065041, 51.4123385, -0.8990196, 51.4927093]","['article', 'another', 'alternative', 'http', 'co', 'spffcy', 'p']"
420395738,2022-01-21 15:55:58+00:00,1f592b82aea688ff,1.48E+18,en,1,0,0,0,Twitter for Android,Youngest has come out in chicken pox and an ear infection. Double whammy. Happy Friday son 😅,yes,"Derby, England","[-1.556856, 52.870587, -1.384701, 52.960473]","['come', 'chicken', 'pox', 'ear', 'infection', 'double', 'whammy', 'happy', 'friday', 'son']"
3191281329,2022-01-21 15:33:55+00:00,7591aabeb9bdd9f9,1.48E+18,en,2,0,1,0,Twitter for Android, Hope you're ok. My 24 year old (boosted) had it last week. He was quite poorly and needed prescribed strong pain killers from doctor. He's ok now but still +ive on day 10. You can  swab tonsils with up nose LFT and it can pick up infection earlier than just doing nose,yes,"Sandy, England","[-0.3040203, 52.1213743, -0.2768885, 52.1447452]","['hope', 'ok', 'year', 'old', 'boosted', 'last', 'week', 'quite', 'poorly', 'needed', 'prescribed', 'strong', 'pain', 'killer', 'doctor', 'ok', 'still', 'ive', 'day', 'swab', 'tonsil', 'nose', 'lft', 'pick', 'infection', 'earlier', 'nose']"
305477718,2022-01-21 15:28:07+00:00,2dc53e413a6cbcd8,1.48E+18,en,1,0,0,0,Twitter for iPhone,isn’t this the kid that went viral smashing everyone in the boozer ,no,"Middlesbrough, England","[-1.278461, 54.5282785, -1.166542, 54.59055]","['kid', 'went', 'viral', 'smashing', 'everyone', 'boozer', 'http', 'co', 'r', 'nwhccevf']"
343395557,2022-01-21 15:22:17+00:00,2dc53e413a6cbcd8,1.48E+18,en,0,0,0,0,Twitter for Android,"Things Josè said 3 yrs ago
 is a virus, not a team player. Prefers to use his Rolls Royce instead of the team coach 
 is lazy and needs to be sold
 cannot be our main striker 
 Shaw doesn’t use his head 
Sacked for been true!!!",no,"Middlesbrough, England","[-1.278461, 54.5282785, -1.166542, 54.59055]","['said', 'yr', 'ago', 'paulpogba', 'virus', 'team', 'player', 'prefers', 'use', 'roll', 'royce', 'instead', 'team', 'coach', 'anthonymartial', 'lazy', 'need', 'sold', 'marcusrashford', 'main', 'striker', 'lukeshaw', 'shaw', 'use', 'head', 'sacked', 'true']"
1.24E+18,2022-01-21 14:18:28+00:00,060c22d8903ed97d,1.48E+18,en,0,0,1,0,Twitter for Android,    Covid isn't like a cold or flu. I've got it now.,yes,"Ballycastle, Northern Ireland","[-6.2705394, 55.1933415, -6.2308687, 55.2110655]","['rossaverde', 'skynews', 'covid', 'like', 'cold', 'flu', 'got']"
270853774,2022-01-21 14:02:01+00:00,6dd4aeb802da9f28,1.48E+18,en,4,0,1,0,Twitter for Android,  my 9yo with SEN: second covid infection in 3 months. Yes I would rather have her wear a mask at school.,yes,"Newcastle Upon Tyne, England","[-1.6937923, 54.960055, -1.596931, 55.0240558]","['yo', 'sen', 'second', 'covid', 'infection', 'month', 'yes', 'would', 'rather', 'wear', 'mask', 'school']"
9.92E+17,2022-01-21 12:39:35+00:00,28679b23ed15b380,1.48E+18,en,0,0,0,0,Twitter for Android,  Now that would go viral,no,"Belfast, Northern Ireland","[-6.0361161, 54.543241, -5.8207101, 54.6484968]","['would', 'go', 'viral']"
111965813,2022-01-20 20:01:22+00:00,59c6fd993109f66b,1.48E+18,en,46,0,12,0,Twitter for Android,"Won't be at Notts tomorrow, I feel fooking awful. Done 3 Covid tests all negative so must just be good old fashioned flu. Give the lads a cheer from me, I've got me wireless and leccy blanket. 🖤🤍 Xxx",yes,"Newark-on-Trent, England","[-0.8356305, 53.0477434, -0.748639, 53.094655]","['notts', 'tomorrow', 'feel', 'fooking', 'awful', 'done', 'covid', 'test', 'negative', 'must', 'good', 'old', 'fashioned', 'flu', 'give', 'lad', 'cheer', 'got', 'wireless', 'leccy', 'blanket', 'xxx']"
3717291196,2022-01-18 11:51:19+00:00,7d7bdec12d2549d4,1.48E+18,en,1,0,0,0,Twitter for Android,"I have an idea, a #lifehack to #savetime Instead of saying 'but it's not Covid' we could adopt the word #binc. As in  'I've got a cough, binc.' or ""She's got a chest infection binc so she's on antibiotics."". What do you think? Could it work?",yes,"Nottingham, England","[-1.2501363, 52.921473, -1.094396, 53.017965]","['idea', 'lifehack', 'savetime', 'instead', 'saying', 'covid', 'could', 'adopt', 'word', 'binc', 'got', 'cough', 'binc', 'got', 'chest', 'infection', 'binc', 'antibiotic', 'think', 'could', 'work']"
3434464223,2022-01-18 11:41:18+00:00,3706631934a5dfe2,1.48E+18,en,4,0,4,0,Twitter for Android,"I had a stomach procedure in early December and I've just had the last of the results.
On top of a couple of other issues, I've got a bacterial infection (""a very nasty bug"")
The cure: 2 weeks of 2 antibiotics and under no circumstances any alcohol.
5 bastard days before West ham",no,"Mountain Ash, Wales","[-3.3872874, 51.663562, -3.358946, 51.6895584]","['stomach', 'procedure', 'early', 'december', 'last', 'result', 'top', 'couple', 'issue', 'got', 'bacterial', 'infection', 'nasty', 'bug', 'cure', 'week', 'antibiotic', 'circumstance', 'alcohol', 'bastard', 'day', 'west', 'ham']"
8.26E+17,2022-01-17 10:30:59+00:00,477b54bb4fc386a8,1.48E+18,en,0,0,1,0,Twitter for Android,"  Yes,I've got two piercings in each ear,&amp; the same ear went septic again! tbf I'm prone to infection,I've had numerous abscesses in various parts of the body over the years... I don't do things by halves,always make a good job of it😂",no,"Dudley, England","[-2.191695, 52.429765, -2.057189, 52.557702]","['yes', 'got', 'two', 'piercings', 'ear', 'amp', 'ear', 'went', 'septic', 'tbf', 'prone', 'infection', 'numerous', 'abscess', 'various', 'part', 'body', 'year', 'thing', 'half', 'always', 'make', 'good', 'job']"
4593963016,2022-01-16 06:49:21+00:00,6f7e6726b0c39a03,1.48E+18,en,1,0,0,1,Twitter for Android,  Don't get me started I've got a viral infection and have to deal with a non supportive school were on attendance watch !!,yes,"Mattishall, England","[1.012849, 52.651609, 1.0407, 52.667109]","['fine', 'p', 'get', 'started', 'got', 'viral', 'infection', 'deal', 'non', 'supportive', 'school', 'attendance', 'watch']"
2742852911,2022-01-14 18:21:37+00:00,490f10d19b3c11e7,1.48E+18,en,1,0,0,0,Twitter for Android," I've had booze every day since at least early December.
After year's of just the odd #cans, I've got a taste for it again.
I've been ill with this bacterial chest infection since late November.
The booze is a coping mechanism.
But...I don't drink to get drunk.",no,"Great Yarmouth, England","[1.6885818, 52.5492163, 1.7397919, 52.6408439]","['booze', 'every', 'day', 'since', 'least', 'early', 'december', 'year', 'odd', 'can', 'got', 'taste', 'ill', 'bacterial', 'chest', 'infection', 'since', 'late', 'november', 'booze', 'coping', 'mechanism', 'drink', 'get', 'drunk']"
7.76E+17,2022-01-07 00:19:58+00:00,1cf09e5c15607669,1.48E+18,en,2,0,1,0,Twitter for Android,"Wow 200+, viral 🤣",no,"Newry, Northern Ireland","[-6.3827225, 54.1441539, -6.3056132, 54.2061169]",[]
76353156,2022-01-06 23:56:51+00:00,5f6514b0d7b1bc4c,1.48E+18,en,0,0,0,0,Twitter for Android,Revealed: First man in Britain to catch deadly strain of bird flu  ,yes,"Ashton-under-Lyne, England","[-2.169323, 53.4284575, -2.023554, 53.512416]","['man', 'britain', 'catch', 'deadly', 'strain', 'bird', 'flu', 'http', 'co', 'gp', 'feldw', 'r', 'mailonline']"
1.19E+18,2022-01-06 23:39:12+00:00,2cfc4a5306bf79cb,1.48E+18,en,0,0,0,0,Twitter for Android," Not until you remove the infection of FOX propaganda 
And the TERRORIST GOP",no,"Mexborough, England","[-1.308003, 53.490755, -1.263121, 53.504157]","['remove', 'infection', 'fox', 'propaganda', 'terrorist', 'gop']"
134910622,2022-01-06 23:26:07+00:00,1bcb27fccfb2825f,1.48E+18,en,0,0,0,0,Twitter for Android,"DEUCE ! Fascinating legal case as natural #Covid immunity, from prior infection, takes on #vaccines World Tennis No. 1 Djokovic debacle as Australia blocks entry. Aussie Senator steps in supporting equivalent protection argument &amp; #Trump pro equal validity ",no,"Cheltenham, England","[-2.142873, 51.8618636, -2.032676, 51.9307634]","['legal', 'case', 'natural', 'covid', 'immunity', 'prior', 'infection', 'take', 'vaccine', 'world', 'tennis', 'djokovic', 'debacle', 'australia', 'block', 'entry', 'aussie', 'senator', 'step', 'supporting', 'equivalent', 'protection', 'argument', 'amp', 'trump', 'pro', 'equal', 'validity', 'http', 'co', 'bycak', 'ko', 'k']"
1.00E+18,2022-01-06 23:25:16+00:00,2bb2139f958a95b4,1.48E+18,en,1,0,1,0,Twitter for Android, Im feeling rough bloody  cold virus again  3rd time never got them before always clear of getting colds now seems all the time x,yes,"Tonbridge, South East","[0.245025, 51.1803086, 0.310677, 51.2286878]","['feeling', 'rough', 'bloody', 'cold', 'virus', 'rd', 'time', 'never', 'got', 'always', 'clear', 'getting', 'cold', 'seems', 'time', 'x']"
2717611415,2022-01-06 22:05:32+00:00,7aeb72d9e8a1c889,1.48E+18,en,4,0,0,0,Twitter for iPhone,"People will have one tweet go viral and then have tons of advertisement tweets in a thread underneath for unrelated products.

Get that bag I guess",no,"Plymouth, England","[-4.2037009, 50.3602507, -4.082159, 50.444179]","['one', 'tweet', 'go', 'viral', 'ton', 'advertisement', 'tweet', 'thread', 'underneath', 'unrelated', 'product', 'get', 'bag', 'guess']"
3190566449,2022-01-06 21:59:02+00:00,232105a70cb80f00,1.48E+18,en,1,0,0,0,Twitter for Android,Person infected with bird flu strain never seen in humans in UK | ITV News ,yes,"Chapeltown, England","[-1.505303, 53.451389, -1.4540017, 53.478938]","['bird', 'flu', 'strain', 'never', 'seen', 'human', 'uk', 'itv', 'news', 'http', 'co', 'zyznmxupv']"
267320267,2022-01-06 21:45:09+00:00,37c30e0fce228177,1.48E+18,en,78,1,1,10,Twitter for Android,"Norovirus coming to the elderly wards like
#TheApprentice ",yes,"Ouzlewell Green, England","[-1.513087, 53.723336, -1.482982, 53.750052]","['elderly', 'ward', 'like', 'theapprentice', 'http', 'co', 'k', 'xghlmd']"
30972536,2022-01-06 21:20:09+00:00,6b3c65dcd61dbec3,1.48E+18,en,21,2,2,7,Twitter for iPhone,"2022 highlight 🎭⚽️

In April I’m directing   outstanding novel THE SEASON TICKET. (Which became the film Purely Belter)

Starring Geordie legend  and viral radgie comedian Jack Bart. 

It’s selling FAST! 

Tickets 🎫  #nufc ",no,"Whitley Bay, England","[-1.498746, 54.988178, -1.417312, 55.0678405]","['april', 'directing', 'jonathantulloch', 'outstanding', 'novel', 'season', 'ticket', 'became', 'film', 'purely', 'belter', 'starring', 'geordie', 'legend', 'deanrobertlogan', 'viral', 'radgie', 'comedian', 'jack', 'bart', 'selling', 'fast', 'ticket', 'http', 'co', 'qzebqqqmgu', 'nufc', 'http', 'co', 'x', 'mzhahjz']"
1.13E+18,2022-01-06 21:17:40+00:00,7de31e05e99a00f8,1.48E+18,en,0,0,0,0,Twitter for iPhone,Patient zero for bird flu is called Alan Gosling who filled his house with wild ducks. I wish him a speedy recovery but the kid in me is sniggering quite a lot.,no,"Bournemouth, England","[-1.93759, 50.7095004, -1.7676241, 50.775036]","['bird', 'flu', 'called', 'alan', 'gosling', 'filled', 'house', 'wild', 'duck', 'wish', 'speedy', 'recovery', 'kid', 'sniggering', 'quite', 'lot']"
2387749877,2022-01-06 19:34:19+00:00,544b0cc9c23c6ec8,1.48E+18,en,9,0,1,3,Twitter for Android,"State of the British media. Worlds best tennis player makes an informed decision not to vaccinate against a mild virus and this is what the press do to him, make him out to be some sort of nutter. Shameful #istandwithnovak ",no,"Little Clacton, England","[1.114157, 51.8173539, 1.1593795, 51.8517361]","['british', 'medium', 'world', 'best', 'tennis', 'player', 'make', 'informed', 'decision', 'vaccinate', 'mild', 'virus', 'press', 'make', 'sort', 'nutter', 'shameful', 'istandwithnovak', 'http', 'co', 'kuorqyar']"
23576421,2022-01-06 18:43:59+00:00,18254280149d518a,1.48E+18,en,0,0,0,0,Twitter for Android,Bird Flu is very likely to be the next health issue. A case where it has spread to a human has been found in England.,yes,"Dunstable, England","[-0.549769, 51.870646, -0.4853298, 51.91744]","['likely', 'next', 'health', 'issue', 'case', 'spread', 'human', 'found', 'england']"
930504860,2022-01-06 18:16:04+00:00,50ffe274c85927dc,1.48E+18,en,1,0,0,0,Twitter for iPhone, All good 👍 Living the life of a  Monk in solitary trying to avoid the dreaded virus!,no,"Abingdon, England","[-1.332602, 51.657982, -1.2556376, 51.702304]","['good', 'living', 'life', 'monk', 'solitary', 'trying', 'avoid', 'dreaded', 'virus']"
3190566449,2022-01-06 18:11:14+00:00,232105a70cb80f00,1.48E+18,en,0,0,0,0,Twitter for Android,Rare bird flu case detected in person in south-west England ,yes,"Chapeltown, England","[-1.505303, 53.451389, -1.4540017, 53.478938]","['flu', 'case', 'detected', 'person', 'south', 'west', 'england', 'http', 'co', 'rtj', 'vhlwjt']"
1.13E+18,2022-01-06 17:21:20+00:00,7de31e05e99a00f8,1.48E+18,en,2,0,1,0,Twitter for iPhone,"  Hmm. Not quite correct.
Viral vector technology isn’t new. So not all the vaccines available that are approved are new technology.
Jannsen isn’t MRNA.
So what is your objection to that one?",no,"Bournemouth, England","[-1.93759, 50.7095004, -1.7676241, 50.775036]","['despair', 'hmm', 'quite', 'correct', 'viral', 'vector', 'technology', 'new', 'vaccine', 'available', 'approved', 'new', 'technology', 'jannsen', 'mrna', 'objection', 'one']"
7.22E+17,2022-01-06 16:49:51+00:00,3a8a2c667faaf9ba,1.48E+18,en,1,1,2,0,Twitter for Android,First human case in UK of potentially lethal bird flu strain ,yes,"Exeter, England","[-3.568747, 50.693458, -3.461006, 50.7484216]","['case', 'uk', 'potentially', 'lethal', 'bird', 'flu', 'strain', 'http', 'co', 'eyedkwrzqw']"
25155836,2022-01-06 16:38:49+00:00,08e2561dce2d1777,1.48E+18,en,28,0,2,3,Twitter for Android,The biggest Virus is the Media and the biggest sufferers are those who listen and believe what they push.,no,"Newtownards, Northern Ireland","[-5.7238302, 54.5738948, -5.6552928, 54.6125458]","['virus', 'medium', 'biggest', 'sufferer', 'listen', 'believe', 'push']"
72073123,2022-01-06 16:35:40+00:00,4393349f368f67a1,1.48E+18,en,2,0,2,0,Twitter for iPhone,"NOT NOW BIRD FLU. 
",yes,"Lambeth, London","[-0.15191, 51.410792, -0.078902, 51.509887]","['bird', 'flu', 'http', 'co', 'rd', 'flmzop']"
312745462,2022-01-05 20:17:21+00:00,043fef98385861c9,1.48E+18,en,0,0,1,0,Twitter for Android, I don't smoke but I might try it if it gets rid of this flu like thing I've got 😉,yes,"Worksop, England","[-1.155107, 53.291671, -1.088111, 53.3296909]","['smoke', 'might', 'try', 'get', 'rid', 'flu', 'like', 'thing', 'got']"
1.46E+18,2022-01-05 16:47:21+00:00,2cfc4a5306bf79cb,1.48E+18,en,0,1,0,0,Twitter for Android," I've got cocodamol. At least it won't last.
Toothache is the worst. He showed me my x-ray and there was an infection in the root. Yuk..",no,"Mexborough, England","[-1.308003, 53.490755, -1.263121, 53.504157]","['got', 'cocodamol', 'least', 'last', 'toothache', 'worst', 'showed', 'x', 'ray', 'infection', 'root', 'yuk']"
2759249945,2022-01-01 22:51:01+00:00,5f73d127c7ccf9d9,1.48E+18,en,18,0,3,0,Twitter for Android,"Good nite dear all!
I'm hoping to be ok tomorrow 🙏🏽 
I've got a cuppa with an old friend who I haven't seen for 2 &amp; a half years!
Between life, death, virus &amp; work we've not had time to catch up! &amp; not that type of cuppa, I have many a male friend, but only 2 have I ever kissed! ",no,"Croydon, London","[-0.161749, 51.294332, -0.023517, 51.42353]","['dear', 'hoping', 'ok', 'tomorrow', 'got', 'cuppa', 'old', 'friend', 'seen', 'amp', 'half', 'year', 'life', 'death', 'virus', 'amp', 'work', 'time', 'catch', 'amp', 'type', 'cuppa', 'many', 'male', 'friend', 'ever', 'kissed', 'http', 'co', 'hdxyapgrce']"
1.41E+18,2022-02-09 18:43:37+00:00,315b740b108481f6,1.49E+18,en,0,0,0,0,Twitter for Android, I've got really bad cold Rachel but not covid as the flu disappeared ✋👌,yes,"Manchester, England","[-2.319934, 53.343623, -2.147026, 53.5702824]","['got', 'really', 'bad', 'cold', 'rachel', 'covid', 'flu', 'disappeared']"
2762147854,2022-02-07 09:09:26+00:00,315b740b108481f6,1.49E+18,en,0,0,0,0,Twitter for Android,"So Australia let's see if I've got this right. You are allowing people in to your country if they have been 'double jabbed' despite the fact you can still have and spread ""the virus"" but you wont allow someone 'unjabbed' even though they may be a wonderful healthy individual🤔🤮",no,"Manchester, England","[-2.319934, 53.343623, -2.147026, 53.5702824]","['let', 'see', 'got', 'right', 'allowing', 'people', 'country', 'double', 'jabbed', 'despite', 'fact', 'still', 'spread', 'virus', 'wont', 'allow', 'someone', 'unjabbed', 'even', 'though', 'may', 'wonderful', 'healthy', 'individual']"
2905049871,2022-02-05 19:28:12+00:00,1b676cd4b8a8684a,1.49E+18,en,1,0,0,0,Twitter for Android,"I need to go out and buy dinner but I've got some sort of cold virus thing and really not feeling up to sainsburys rn

Be brave",yes,"Southampton, England","[-1.476463, 50.883056, -1.3164712, 50.959599]","['go', 'buy', 'dinner', 'got', 'sort', 'cold', 'virus', 'thing', 'really', 'feeling', 'sainsburys', 'rn', 'brave']"
4084279271,2022-03-24 08:04:15+00:00,430ce44171857d25,1.51E+18,en,0,0,2,0,Twitter for Android," Whos he blaming this time
What a waste of talent 
Get him out he is a virus",no,"Bracknell, England","[-0.7930847, 51.3870355, -0.715438, 51.434458]","['blaming', 'time', 'waste', 'talent', 'get', 'virus']"
1.10E+18,2022-03-24 07:53:12+00:00,0af014accd6f6e99,1.51E+18,en,7,1,1,4,Twitter for Android,"Our Support Group Leader,  shares her recent hospital experience with  💛
 ",no,"Scotland, United Kingdom","[-7.66085699743185, 54.6336309570711, -0.740025000483186, 60.8452769694519]","['group', 'leader', 'chickyc', 'share', 'recent', 'hospital', 'experience', 'cara', 'dct', 'http', 'co', 'sogxyjfk']"
1386686678,2022-03-24 07:52:57+00:00,075c9d3288ae1e23,1.51E+18,en,1,0,0,0,Twitter for Android,"Strange Virus this COVID, positive first thing this morning,now negative an hour later. Throat from hell tho. Apart fro that feel fine.  PCR test at 9 tho.",yes,"Cove Bay, Scotland","[-2.1019115, 57.09336, -2.0615618, 57.1214328]","['covid', 'positive', 'first', 'thing', 'morning', 'negative', 'hour', 'later', 'throat', 'hell', 'tho', 'apart', 'fro', 'feel', 'fine', 'http', 'co', 'kmgd', 'mqkp', 'pcr', 'test', 'tho']"
1.16E+18,2022-03-24 07:42:14+00:00,511655fc081bb251,1.51E+18,en,1,0,0,0,Twitter for iPhone, Why this isn’t viral I don’t know it is both hilarious and true.,no,"Portsmouth, England","[-1.117912, 50.778429, -1.0160589, 50.8593]","['viral', 'know', 'hilarious', 'true']"
281991029,2022-03-24 02:06:05+00:00,4efd6fc8c50fae33,1.51E+18,en,0,0,0,0,Instagram,"Graphs
 ""Finally! How to get an A* in GCSE Math’s without working too hard""

#hatemaths #mathproblemsolving #mathsonlinetutor #mathshelp #mathshelponline #mathtutoronline #viral #share #foryoupage #foryou #fyp ",no,"Yorkshire and The Humber, England","[-2.56475248726412, 53.3015341502953, 0.149787002205902, 54.5621550270294]","['get', 'gcse', 'math', 'without', 'working', 'hard', 'hatemaths', 'mathproblemsolving', 'mathsonlinetutor', 'mathshelp', 'mathshelponline', 'mathtutoronline', 'viral', 'share', 'foryoupage', 'foryou', 'fyp', 'http', 'co', 'eljglhvk', 'e']"
4846951133,2022-03-23 22:31:09+00:00,6863fd050de21120,1.51E+18,en,3,0,0,0,Twitter for iPhone,  Sorry to hear of your loss Jan. I lost my mum to this terrible virus. Can’t imagine losing my partner.,yes,"Leeds, England","[-1.706057, 53.7363694, -1.424923, 53.867543]","['sorry', 'hear', 'loss', 'jan', 'lost', 'mum', 'terrible', 'virus', 'imagine', 'losing', 'partner']"
7.09E+17,2022-03-23 20:00:47+00:00,7de31e05e99a00f8,1.51E+18,en,11,0,12,0,Twitter for iPhone,"🦠 | STRUCK DOWN

Disappointed to say I’ve succumbed (again) to the bloody virus. Using the counting skills I picked up in school, I reckon I’ll probably miss the next couple of games on the rota. ",yes,"Bournemouth, England","[-1.93759, 50.7095004, -1.7676241, 50.775036]","['disappointed', 'say', 'succumbed', 'bloody', 'virus', 'using', 'counting', 'skill', 'picked', 'school', 'reckon', 'probably', 'miss', 'next', 'couple', 'game', 'rota', 'http', 'co', 'ljqbs', 'ne']"
2342325959,2022-03-23 19:41:47+00:00,28679b23ed15b380,1.51E+18,en,1399,1,83,21,Twitter for Android,"This is how much hard work I put in the gym👊💪 I want this more than anyone and will do everything and anything to make it happen, thanks everyone for the support on my last tweet and making my story go viral, your all amazing ❤ ",no,"Belfast, Northern Ireland","[-6.0361161, 54.543241, -5.8207101, 54.6484968]","['much', 'hard', 'work', 'put', 'gym', 'want', 'anyone', 'everything', 'anything', 'make', 'happen', 'thanks', 'everyone', 'support', 'last', 'tweet', 'making', 'story', 'go', 'viral', 'amazing', 'http', 'co', 'gtruj', 'wt']"
1.03E+18,2022-03-22 07:39:25+00:00,01c7de39d50eab15,1.51E+18,en,0,0,1,0,Twitter for Android," Not great, chesty cough and I've got a sinus infection as well. ",yes,"Romford, London","[0.140821, 51.500544, 0.280358, 51.62063]","['great', 'chesty', 'cough', 'got', 'sinus', 'infection', 'well', 'http', 'co', 'l', 'kgtuqb']"
39751862,2022-03-21 08:09:35+00:00,430ce44171857d25,1.51E+18,en,1,0,2,0,Twitter for Android,I've got shingles. Having shingles sucks. 😢,yes,"Bracknell, England","[-0.7930847, 51.3870355, -0.715438, 51.434458]","['got', 'shingle', 'shingle', 'suck']"
1.05E+18,2022-03-19 20:16:48+00:00,710fb94d268b2d50,1.51E+18,en,1,0,0,0,Twitter for Android, I think I've got a thoat infection,yes,"Perton, England","[-2.213653, 52.588319, -2.188316, 52.604218]","['think', 'got', 'thoat', 'infection']"
1.48E+18,2022-03-18 04:10:29+00:00,3d251d43bb82e514,1.50E+18,en,1,0,0,0,Twitter for iPhone,"Party girl ? “Yh I love my party girls but I know I can’t wife you”#soontotop
#upcomingartist 
#upcomingrapper 
#upandcoming 
#indepentartist 
#viral #freestyle 
#explore #explorepage 
#worldstar #hiphop #FYP ",no,"Walsall, England","[-2.068054, 52.551586, -1.930464, 52.640933]","['yh', 'love', 'party', 'girl', 'know', 'wife', 'soontotop', 'upcomingartist', 'upcomingrapper', 'upandcoming', 'indepentartist', 'viral', 'freestyle', 'explore', 'explorepage', 'worldstar', 'hiphop', 'fyp', 'http', 'co', 'fzladmugew']"
1.48E+18,2022-03-18 04:07:26+00:00,3d251d43bb82e514,1.50E+18,en,0,0,0,0,Twitter for iPhone,"Be ready for me in the Uk scene #soontotop
#upcomingartist 
#upcomingrapper 
#upandcoming 
#indepentartist 
#viral #freestyle 
#explore #explorepage 
#worldstar #hiphop #TikTok #fyp ",no,"Walsall, England","[-2.068054, 52.551586, -1.930464, 52.640933]","['uk', 'scene', 'soontotop', 'upcomingartist', 'upcomingrapper', 'upandcoming', 'indepentartist', 'viral', 'freestyle', 'explore', 'explorepage', 'worldstar', 'hiphop', 'tiktok', 'fyp', 'http', 'co', 'wwaa', 'tzhz']"
1.17E+18,2022-03-18 01:16:02+00:00,457b4814b4240d87,1.50E+18,en,0,0,1,0,Twitter for iPhone,"Anaiyah • 2 Years • Trinidadian, Saint Lucian &amp; Bengali ♥️
⬇️ FEATURES ⬇️

CashApp - $KidsUnlockedIG
Venmo - NinaAlbonico
♥️♥️♥️♥️♥️
FOLLOW US ON INSTAGRAM

♥️♥️♥️♥️♥️
#Baby #Girl #Insta #Omg #Twitter #Viral #London #Bangladesh #UK ",no,"London, England","[-0.187894, 51.483718, -0.109978, 51.5164655]","['trinidadian', 'saint', 'lucian', 'amp', 'bengali', 'feature', 'http', 'co', 'gz', 'k', 'cashapp', 'kidsunlockedig', 'venmo', 'ninaalbonico', 'follow', 'u', 'instagram', 'http', 'co', 'b', 'b', 'kwx', 'ed', 'baby', 'girl', 'insta', 'omg', 'twitter', 'viral', 'london', 'bangladesh', 'uk', 'http', 'co', 'qhoxyxc', 'n']"
